,Key2,Var.2,Date,Date2,Date3,roadteam,roadscore,hometeam,homescore,MLResult,ML,total,oddsadj,goalie,opp goalie,ATT,Fights,Weather Station,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Daily Latitude.x,Daily Longitude.x,Daily Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction.x,Daily High Wind Gust,Daily Cloud Cover percent.x,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall.x,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predominate Weather,Daily Weather Code,Daily Weather Text.x,Weather Station Code.y,Data Type.y,Time Zone.y,Hour Latitude.y,Hour Longitude.y,Hour Elevation.y,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction.y,Hour Wind Speed,Hour Cloud Cover percent.y,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall.y,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text.y,Data Date_1
3228,KCQT 05/Mar/2016 07,3268,3/5/16,5-Mar-16,5-Mar-16, Ducks,3, Kings,2,L,-129,5,NA,Jonathan Quick,Frederik Andersen,18230,2,KCQT,KCQT,O,5-Mar-16,PST,34.022,-118.291,184,67,59,62,66,59,58,51,54,96,63,77,60,56,58,5,2,43,5,100,9.3,2442,488,2928,0,698,0.01,0,30.08,29.98,30.02,1018.4,1014.9,1016.5,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,61,61,51,70,56,100,3,100,30,OVC,10,25,5,30,50,55,72,0,0,0,30.04,1017,40,MC,Overcast,5-Mar-16
3229,KCQT 05/Mar/2019 07,3269,3/5/19,5-Mar-19,5-Mar-19,Canadiens,3, Kings,1,W ,-141,U 5.5,-104,C. Price,J. Quick,17764,0,KCQT,KCQT,O,5-Mar-19,PST,34.017,-118.283,184,67,49,58,67,50,54,45,48,87,49,71,57,47,53,8,2,45,8,63,9.9,3608,484,4092,233,698,0.05,0,30.01,29.89,29.98,1016.3,1011.9,1015,42,MC,Mostly Cloudy,KCQT,O,PST,34.017,-118.283,184,51,51,46,83,49,0,0,20,110,SCT,10,45,5,50,48,53,68,0,0,0,30.01,1016.2,44,PC,Partly Cloudy,5-Mar-19
3230,KCQT 05/Nov/2015 07,3270,11/5/15,5-Nov-15,5-Nov-15, Blue Jackets,3, Kings,2,L,-180,5,NA,Jonathan Quick,Sergei Bobrovsky,18230,2,KCQT,KCQT,O,5-Nov-15,PST,34.022,-118.291,184,71,50,60,70,50,39,24,30,48,18,33,52,42,47,6,2,4,6,4,10,3537,353,3890,634,639,0,0,30.22,30.1,30.15,1023.3,1019.1,1020.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,52,52,30,43,42,0,0,0,201,CLR,10,44,4,48,44,48,63,0,0,0,30.18,1022.1,46,CLR,Fair,5-Nov-15
3231,KCQT 05/Nov/2016 07,3271,11/5/16,5-Nov-16,5-Nov-16, Flames,0, Kings,5,W,-133,5.5,-140,Peter Budaj,Brian Elliott,18230,0,KCQT,KCQT,O,5-Nov-16,PST,34.022,-118.291,184,81,57,66,79,57,61,49,56,93,36,74,64,55,60,8,1,283,8,0,7.4,3501,350,3851,639,639,0,0,30.06,29.96,30.01,1017.6,1014.3,1016,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,57,57,53,87,55,0,0,0,201,CLR,8,42,4,46,42,46,60,0,0,0,30.05,1017.3,46,CLR,Fair,5-Nov-16
3232,KCQT 05/Oct/2017 07,3272,10/5/17,5-Oct-17,5-Oct-17, Flyers,0, Kings,2,W,-145,5,118,Jonathan Quick,Michal Neuvirth,18230,0,KCQT,KCQT,O,5-Oct-17,PST,34.022,-118.291,184,85,59,70,84,59,61,42,52,78,23,56,65,55,60,5,1,296,5,0,10,4959,496,5455,700,700,0,0,29.92,29.82,29.88,1013,1009.6,1011.6,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,63,63,49,60,55,0,0,0,201,CLR,10,125,12,137,125,137,178,0,0,0,29.92,1012.9,46,CLR,Fair,5-Oct-17
3233,KCQT 05/Oct/2018 07,3273,10/5/18,5-Oct-18,5-Oct-18,Sharks,3, Kings,2,W ,-125,U 5.5,-130,M. Jones,J. Quick,18230,0,KCQT,KCQT,O,5-Oct-18,PST,34.017,-118.283,184,77,65,69,79,65,61,59,60,87,54,74,67,62,64,5,1,288,6,29,10,4224,496,4721,493,700,0,0,30,29.86,29.93,1015.7,1010.9,1013.2,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,66,66,60,81,62,0,0,100,20,SCT,10,62,12,74,125,137,178,0,0,0,29.99,1015.5,40,MC,Overcast,5-Oct-18
3234,KCQT 06/Apr/2017 07,3274,4/6/17,6-Apr-17,6-Apr-17, Flames,4, Kings,1,L,-161,5,NA,Ben Bishop,Jon Gillies,18230,0,KCQT,KCQT,O,6-Apr-17,PST,34.022,-118.291,184,79,57,64,78,57,58,52,55,96,40,76,64,56,59,9,2,286,9,36,7.8,4852,638,5491,419,765,0,0,30.06,29.95,29.99,1017.6,1014.1,1015.5,54,CLR,Few High Clouds,KCQT,O,PST,34.022,-118.291,184,58,58,56,93,57,0,0,100,3,OVC,2.5,92,18,110,185,203,264,0,0,0,30.01,1015.9,40,MC,Overcast,6-Apr-17
3235,KCQT 06/Apr/2019 07,3275,4/6/19,6-Apr-19,6-Apr-19,Golden Knights,2, Kings,5,L ,-160,O 5.5,-125,M. Fleury,J. Quick,18230,0,KCQT,KCQT,O,6-Apr-19,PST,34.017,-118.283,184,70,56,62,69,56,55,50,53,87,55,72,59,54,57,8,1,324,8,39,10,5783,638,6422,576,765,0,0,30.14,30.04,30.08,1020.5,1017,1018.4,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,60,60,52,75,56,0,0,90,27,SCT,10,102,18,120,185,203,264,0,0,0,30.08,1018.6,42,MC,Mostly Cloudy,6-Apr-19
3236,KCQT 06/Dec/2014 07,3276,12/6/14,6-Dec-14,6-Dec-14, Flyers,2, Kings,1,,NA,,NA,,,18230,0,KCQT,KCQT,O,6-Dec-14,PST,34.022,-118.291,184,71,55,62,70,55,58,52,55,93,55,78,61,53,58,5,1,10,5,2,9.4,2691,269,2960,598,599,0,0,30.2,30.13,30.16,1022.7,1020.3,1021.4,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,55,55,52,90,53,0,0,0,141,CLR,8,1,0,1,1,1,2,0,0,0,30.19,1022.3,46,CLR,Fair,6-Dec-14
3237,KCQT 06/Dec/2015 07,3277,12/6/15,6-Dec-15,6-Dec-15, Lightning,1, Kings,3,W,-169,5,-105,Jonathan Quick,Andrei Vasilevskiy,18230,0,KCQT,KCQT,O,6-Dec-15,PST,34.022,-118.291,184,78,56,64,77,57,50,18,30,72,11,30,55,44,49,6,2,357,6,25,10,2518,269,2787,513,599,0,0,30.25,30.12,30.19,1024.1,1019.8,1022,54,CLR,Few High Clouds,KCQT,O,PST,34.022,-118.291,184,57,57,26,30,44,0,0,66,301,OVC,10,1,0,1,1,1,2,0,0,0,30.22,1023.2,50,PC,High Overcast,6-Dec-15
3238,KCQT 06/Dec/2018 07,3278,12/6/18,6-Dec-18,6-Dec-18,Devils,6, Kings,3,W ,-111,O 5.5,-106,K. Kinkaid,J. Quick,17568,0,KCQT,KCQT,O,6-Dec-18,PST,34.017,-118.283,184,58,50,55,58,51,53,45,50,97,74,86,55,49,53,10,3,46,21,76,8.7,1406,269,1676,80,599,1.91,0,30.41,29.85,30.15,1014.5,1010.4,1011.9,17,RAIN,Heavy Rain,KCQT,O,PST,34.017,-118.283,184,55,55,52,90,53,70,0,100,45,CLR,10,0,0,0,1,1,2,99,0.33,0,30.41,1010.4,17,RAIN,Heavy Rain,6-Dec-18
3239,KCQT 06/Feb/2014 07,3279,2/6/14,6-Feb-14,6-Feb-14, Blue Jackets,1, Kings,2,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,6-Feb-14,PST,34.022,-118.291,184,60,52,55,59,51,50,44,47,87,62,74,53,49,51,7,2,95,7,98,7.4,1793,359,2152,0,641,0.09,0,30.08,29.98,30.03,1018.4,1015.3,1016.8,18,RAIN,Light Rain,KCQT,O,PST,34.022,-118.291,184,54,54,45,72,49,0,0,100,90,OVC,7,0,0,0,1,1,1,0,0,0,30.03,1017.1,40,MC,Overcast,6-Feb-14
3240,KCQT 06/Jan/2018 07,3280,1/6/18,6-Jan-18,6-Jan-18, Predators,4, Kings,3,L,-109,5.5,117,Jonathan Quick,Pekka Rinne,18230,0,KCQT,KCQT,O,6-Jan-18,PST,34.022,-118.291,184,68,56,61,68,56,58,56,57,100,70,87,62,56,59,3,1,11,3,70,6.8,2141,271,2412,263,600,0,0,30.16,30.08,30.11,1021.1,1018.3,1019.5,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,57,57,57,100,57,0,0,100,2,OVC,4,0,0,0,0,0,0,0,0,0,30.13,1020.3,40,MC,Overcast,6-Jan-18
3241,KCQT 06/Nov/2014 07,3281,11/6/14,6-Nov-14,6-Nov-14, Islanders,2, Kings,1,,NA,,NA,,,18230,0,KCQT,KCQT,O,6-Nov-14,PST,34.022,-118.291,184,90,61,73,89,62,50,29,37,53,12,30,62,49,55,7,1,352,7,0,9.9,3499,350,3849,633,637,0,0,30.14,30.05,30.09,1020.8,1017.5,1018.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,64,64,35,34,50,0,0,0,201,CLR,9,42,4,46,42,46,60,0,0,0,30.13,1020.4,46,CLR,Fair,6-Nov-14
3242,KCQT 06/Nov/2018 07,3282,11/6/18,6-Nov-18,6-Nov-18,Ducks,1, Kings,4,L ,129,U 5.5,-135,J. Gibson,J. Campbell,18230,0,KCQT,KCQT,O,6-Nov-18,PST,34.017,-118.283,184,75,62,67,77,63,58,53,56,84,48,69,63,59,61,8,2,50,8,45,9.9,3061,350,3411,448,637,0,0,29.97,29.89,29.93,1014.7,1011.8,1013.2,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,65,65,55,70,59,50,3,100,27,OVC,10,21,4,25,42,46,60,0,0,0,29.93,1013.5,40,MC,Overcast,6-Nov-18
3243,KCQT 07/Apr/2016 07,3283,4/7/16,7-Apr-16,7-Apr-16, Ducks,1, Kings,2,W,-120,5,103,Jonathan Quick,John Gibson,18511,1,KCQT,KCQT,O,7-Apr-16,PST,34.022,-118.291,184,69,59,62,68,60,59,51,55,87,55,76,62,56,58,3,1,313,3,92,9.2,3396,650,4045,40,767,0.06,0,30.07,29.89,29.96,1018,1012.1,1014.5,50,PC,High Overcast,KCQT,O,PST,34.022,-118.291,184,62,62,52,70,56,0,0,86,301,OVC,10,109,19,128,192,211,274,0,0,0,30,1015.7,50,PC,High Overcast,7-Apr-16
3244,KCQT 07/Apr/2018 07,3284,4/7/18,7-Apr-18,7-Apr-18, Stars,4, Kings,2,L,-189,5.5,111,Jonathan Quick,Kari Lehtonen,18230,0,KCQT,KCQT,O,7-Apr-18,PST,34.022,-118.291,184,72,59,64,72,58,56,37,50,88,39,62,62,49,56,14,7,312,14,90,9.9,3349,642,3992,24,767,0,0,29.91,29.71,29.79,1015.5,1013.8,1014.5,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,61,61,55,82,58,330,5,100,211,OVC,10,94,19,113,188,207,269,0,0,0,29.77,1014.6,40,MC,Overcast,7-Apr-18
3245,KCQT 07/Dec/2013 07,3285,12/7/13,7-Dec-13,7-Dec-13, Islanders,0, Kings,3,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,7-Dec-13,PST,34.022,-118.291,184,59,44,50,58,45,47,25,38,86,39,65,52,37,45,6,1,357,6,57,9.3,1476,268,1744,108,598,0.09,0,30.11,29.98,30.06,1019.5,1015.2,1017.9,18,RAIN,Light Rain,KCQT,O,PST,34.022,-118.291,184,47,47,41,80,44,0,0,100,39,OVC,10,0,0,0,1,1,1,0,0,0,30.09,1019.1,18,RAIN,Light Rain,7-Dec-13
3246,KCQT 07/Dec/2017 07,3286,12/7/17,7-Dec-17,7-Dec-17, Senators,3, Kings,4,W,-172,5.5,111,Darcy Kuemper,Mike Condon,18230,0,KCQT,KCQT,O,7-Dec-17,PST,34.022,-118.291,184,78,46,61,77,47,32,5,20,50,6,26,49,39,45,7,1,112,7,1,9.6,2673,268,2941,587,598,0,0,30.37,30.22,30.28,1028.2,1023.3,1025.1,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,47,47,29,50,40,0,0,0,201,CLR,10,1,0,1,1,1,1,0,0,0,30.27,1025,46,CLR,Fair,7-Dec-17
3247,KCQT 07/Feb/2018 07,3287,2/7/18,7-Feb-18,7-Feb-18, Oilers,2, Kings,5,W,-129,5.5,100,Darcy Kuemper,Cam Talbot,18230,1,KCQT,KCQT,O,7-Feb-18,PST,34.022,-118.291,184,82,51,64,81,51,54,21,44,90,11,60,58,49,54,3,1,331,3,0,7.6,3623,362,3985,643,643,0,0,30.2,30.11,30.15,1022.7,1019.3,1020.8,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,51,51,46,83,49,0,0,0,400,CLR,7,1,0,1,1,1,2,0,0,0,30.18,1022,46,CLR,Fair,7-Feb-18
3248,KCQT 07/Jan/2014 07,3288,1/7/14,7-Jan-14,7-Jan-14, Wild,2, Kings,1,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,7-Jan-14,PST,34.022,-118.291,184,69,48,59,68,49,47,15,30,67,19,35,54,38,46,3,0,200,3,39,9.9,1872,272,2144,240,601,0,0,30.14,30.03,30.08,1020.6,1017.1,1018.5,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,49,49,24,38,39,0,0,6,301,SCT,10,0,0,0,0,0,0,0,0,0,30.1,1019.2,46,CLR,Fair,7-Jan-14
3249,KCQT 07/Jan/2016 07,3289,1/7/16,7-Jan-16,7-Jan-16, Maple Leafs,1, Kings,2,W,-196,5,126,Jonathan Quick,James Reimer,18230,0,KCQT,KCQT,O,7-Jan-16,PST,34.022,-118.291,184,59,45,53,59,46,48,33,43,93,53,74,51,44,48,7,2,344,7,40,9.2,1857,272,2130,384,601,0.3,0,29.95,29.86,29.9,1014.4,1011.2,1012.4,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,46,46,44,93,45,0,0,5,65,FEW,10,0,0,0,0,0,0,99,0.02,0,29.89,1012.1,18,RAIN,Light Rain,7-Jan-16
3250,KCQT 07/Jan/2017 07,3290,1/7/17,7-Jan-17,7-Jan-17, Wild,3, Kings,4,W,-115,5,-103,Peter Budaj,Darcy Kuemper,18230,0,KCQT,KCQT,O,7-Jan-17,PST,34.022,-118.291,184,70,51,60,69,51,52,36,47,86,44,63,58,47,53,7,2,11,7,75,9.9,2005,272,2277,130,601,0.08,0,30.21,30.13,30.16,1022.9,1020.3,1021.4,50,PC,High Overcast,KCQT,O,PST,34.022,-118.291,184,52,51,48,86,50,370,5,100,100,OVC,9,0,0,0,0,0,0,99,0.02,0,30.16,1021.2,18,RAIN,Light Rain,7-Jan-17
3251,KCQT 07/Mar/2015 07,3291,3/7/15,7-Mar-15,7-Mar-15, Penguins,1, Kings,0,,NA,,NA,,,18487,0,KCQT,KCQT,O,7-Mar-15,PST,34.022,-118.291,184,86,54,69,86,54,48,20,33,58,10,30,57,44,52,5,1,358,5,0,10,4936,495,5431,701,702,0,0,30.01,29.91,29.97,1016.3,1012.8,1014.8,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,56,56,31,39,45,0,0,0,201,CLR,10,56,6,62,56,62,80,0,0,0,30,1015.9,46,CLR,Fair,7-Mar-15
3252,KCQT 07/Mar/2016 07,3292,3/7/16,7-Mar-16,7-Mar-16, Canucks,1, Kings,5,W,-270,5,104,Jonathan Quick,Ryan Miller,18230,1,KCQT,KCQT,O,7-Mar-16,PST,34.022,-118.291,184,61,47,54,61,45,47,40,43,93,46,68,51,46,49,10,4,273,24,46,9.6,3932,499,4431,293,702,0.38,0,29.99,29.74,29.84,1015.3,1007.1,1010.3,42,MC,Mostly Cloudy,KCQT,O,PST,34.022,-118.291,184,49,45,47,93,48,270,10,100,43,OVC,2.5,30,6,36,59,65,84,99,0.28,0,29.89,1012.2,17,RAIN,Heavy Rain,7-Mar-16
3253,KCQT 07/Nov/2013 07,3293,11/7/13,7-Nov-13,7-Nov-13, Sabres,0, Kings,2,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,7-Nov-13,PST,34.022,-118.291,184,86,58,69,84,58,46,14,29,56,7,24,56,44,51,6,1,294,6,15,10,3147,346,3493,512,636,0,0,30.11,29.98,30.04,1019.5,1015.3,1017.1,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,63,63,21,20,45,200,3,17,301,SCT,10,36,4,40,39,43,56,0,0,0,30.09,1018.8,46,CLR,Fair,7-Nov-13
3254,KCQT 07/Nov/2015 07,3294,11/7/15,7-Nov-15,7-Nov-15, Panthers,1, Kings,4,W,-169,5,NA,Jonathan Quick,Roberto Luongo,18230,0,KCQT,KCQT,O,7-Nov-15,PST,34.022,-118.291,184,80,50,64,79,51,37,17,28,51,10,30,53,42,48,9,2,22,9,0,10,3459,346,3805,631,636,0,0,30.09,29.97,30.03,1018.9,1014.7,1016.7,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,51,51,33,50,43,0,0,0,201,CLR,10,39,4,43,39,43,56,0,0,0,30.08,1018.6,46,CLR,Fair,7-Nov-15
3255,KCQT 07/Oct/2013 07,3295,10/7/13,7-Oct-13,7-Oct-13, Rangers,3, Kings,1,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,7-Oct-13,PST,34.022,-118.291,184,85,60,69,85,61,59,33,47,84,16,50,62,52,58,5,1,10,5,20,10,4669,486,5155,608,695,0,0,29.96,29.89,29.92,1014.6,1012.1,1013.2,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,65,65,39,39,52,0,0,53,301,BKN,10,87,12,99,119,131,170,0,0,0,29.94,1014,46,CLR,Fair,7-Oct-13
3256,KCQT 07/Oct/2015 07,3296,10/7/15,7-Oct-15,7-Oct-15, Sharks,5, Kings,1,L,-157,5,-106,Jonathan Quick,Martin Jones,18230,2,KCQT,KCQT,O,7-Oct-15,PST,34.022,-118.291,184,84,64,72,84,64,64,57,61,84,44,68,70,61,65,7,1,316,7,0,10,4859,486,5345,695,695,0,0,30.06,29.99,30.03,1017.8,1015.4,1016.6,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,68,68,59,73,63,0,0,0,201,CLR,10,119,12,131,119,131,170,0,0,0,30.06,1017.6,46,CLR,Fair,7-Oct-15
3257,KCQT 07/Oct/2018 07,3297,10/7/18,7-Oct-18,7-Oct-18,Red Wings,2, Kings,4,L ,170,O 5.5,110,J. Bernier,J. Campbell,18230,1,KCQT,KCQT,O,7-Oct-18,PST,34.017,-118.283,184,78,63,69,78,63,60,55,58,87,54,70,66,60,62,7,1,7,7,22,9.9,4422,486,4908,557,695,0,0,29.82,29.74,29.78,1009.6,1006.7,1008.2,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,64,64,59,84,61,100,3,5,15,BKN,9,116,12,128,119,131,170,0,0,0,29.79,1008.7,45,CLR,Mostly Clear,7-Oct-18
3258,KCQT 08/Apr/2017 07,3298,4/8/17,8-Apr-17,8-Apr-17, Blackhawks,2, Kings,3,W,-123,5,NA,Jonathan Quick,Corey Crawford,18230,0,KCQT,KCQT,O,8-Apr-17,PST,34.022,-118.291,184,69,56,62,69,56,54,38,49,90,40,64,59,50,55,9,3,292,20,36,9.3,5721,649,6371,585,770,0.08,0,30.06,29.95,30.01,1017.7,1014.2,1015.9,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,60,60,53,78,56,0,0,10,24,BKN,10,184,19,203,194,213,277,0,0,0,30.03,1016.7,46,CLR,Fair,8-Apr-17
3259,KCQT 08/Dec/2016 07,3299,12/8/16,8-Dec-16,8-Dec-16, Hurricanes,3, Kings,1,L,-193,5,108,Jeff Zatkoff,Cam Ward,18230,0,KCQT,KCQT,O,8-Dec-16,PST,34.022,-118.291,184,66,49,57,65,49,53,42,46,87,44,69,55,47,51,6,1,284,6,20,9.3,2455,267,2722,512,597,0,0,30.26,30.16,30.21,1024.6,1021.1,1023,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,53,53,43,69,48,0,0,100,90,OVC,10,0,0,0,1,1,1,0,0,0,30.21,1022.8,40,MC,Overcast,8-Dec-16
3260,KCQT 08/Dec/2018 07,3300,12/8/18,8-Dec-18,8-Dec-18,Golden Knights,1, Kings,5,L ,-156,O 5.5,-108,M. Fleury,J. Quick,17631,0,KCQT,KCQT,O,8-Dec-18,PST,34.017,-118.283,184,72,52,60,70,51,51,42,46,81,42,61,58,48,52,6,1,358,6,2,10,2666,267,2933,597,597,0,0,30.27,30.2,30.23,1025,1022.3,1023.6,46,CLR,Fair,KCQT,O,PST,34.017,-118.283,184,52,51,43,72,48,40,5,0,201,CLR,10,1,0,1,1,1,1,0,0,0,30.24,1024.1,46,CLR,Fair,8-Dec-18
3261,KCQT 08/Jan/2015 07,3301,1/8/15,8-Jan-15,8-Jan-15, Rangers,4, Kings,3,,NA,,NA,,,18230,0,KCQT,KCQT,O,8-Jan-15,PST,34.022,-118.291,184,75,51,61,74,51,52,39,46,78,28,59,59,47,53,9,1,313,9,24,9.4,2667,275,2942,481,601,0,0,30.06,29.99,30.02,1018.1,1015.6,1016.7,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,54,54,43,67,49,0,0,31,301,SCT,10,0,0,0,0,0,0,0,0,0,30.05,1017.7,46,CLR,Fair,8-Jan-15
3262,KCQT 08/Mar/2018 07,3302,3/8/18,8-Mar-18,8-Mar-18, Capitals,1, Kings,3,W,-134,5.5,-116,Jonathan Quick,Philipp Grubauer,18230,0,KCQT,KCQT,O,8-Mar-18,PST,34.022,-118.291,184,73,50,61,73,51,52,33,42,81,23,53,56,46,51,5,1,34,5,16,9.9,4505,499,5004,583,704,0,0,30.07,29.98,30.02,1018.1,1015.1,1016.6,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,52,52,38,59,46,0,0,29,220,CLR,10,50,6,56,59,65,84,0,0,0,30.06,1017.7,46,CLR,Fair,8-Mar-18
3263,KCQT 08/Nov/2014 07,3303,11/8/14,8-Nov-14,8-Nov-14, Canucks,1, Kings,5,,NA,,NA,,,18230,0,KCQT,KCQT,O,8-Nov-14,PST,34.022,-118.291,184,89,59,71,88,59,59,28,44,81,12,43,62,49,56,6,1,260,6,0,10,3423,344,3767,632,634,0,0,30.03,29.93,29.98,1017.1,1013.7,1015.3,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,59,59,41,51,50,0,0,0,201,CLR,10,37,4,41,37,41,53,0,0,0,30.03,1016.8,46,CLR,Fair,8-Nov-14
3264,KCQT 08/Nov/2018 07,3304,11/8/18,8-Nov-18,8-Nov-18,Wild,3, Kings,1,W ,-120,U 5.5,-108,D. Dubnyk,J. Campbell,17621,0,KCQT,KCQT,O,8-Nov-18,PST,34.017,-118.283,184,75,58,65,77,60,56,52,56,86,54,73,63,57,60,3,0,320,8,43,6.5,2728,344,3073,381,634,0,0,30.01,29.92,29.96,1016,1012.9,1014.4,35,HAZY,Haze,KCQT,O,PST,34.017,-118.283,184,62,62,56,81,59,0,0,100,23,OVC,3,18,4,22,37,41,53,0,0,0,29.97,1014.6,35,HAZY,Haze,8-Nov-18
3265,KCQT 08/Oct/2014 07,3305,10/8/14,8-Oct-14,8-Oct-14, Sharks,4, Kings,0,,NA,,NA,,,18514,1,KCQT,KCQT,O,8-Oct-14,PST,34.022,-118.291,184,87,63,72,85,64,63,47,59,90,27,68,69,60,64,6,1,349,6,12,8.6,4806,482,5288,694,694,0,0,29.88,29.79,29.82,1011.7,1008.7,1010,46,CLR,Fair,KCQT,O,PST,34.022,-118.291,184,65,65,58,78,61,0,0,0,201,CLR,9,117,12,129,117,129,167,0,0,0,29.83,1010.3,46,CLR,Fair,8-Oct-14
3266,KCQT 09/Apr/2016 07,3306,4/9/16,9-Apr-16,9-Apr-16, Jets,4, Kings,3,L,-230,5,-130,Jonathan Quick,Ondrej Pavelec,18449,0,KCQT,KCQT,O,9-Apr-16,PST,34.022,-118.291,184,64,60,62,64,60,56,52,54,86,68,78,58,56,58,6,3,89,6,95,9.6,3297,657,3953,33,772,0.04,0,29.96,29.85,29.91,1014.6,1010.7,1012.7,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,61,61,56,84,58,90,3,100,90,OVC,10,100,20,120,201,221,287,0,0,0,29.95,1014.1,40,MC,Overcast,9-Apr-16
3267,KCQT 09/Dec/2017 07,3307,12/9/17,9-Dec-17,9-Dec-17, Hurricanes,2, Kings,3,W,-140,5.5,-138,Jonathan Quick,Scott Darling,18230,0,KCQT,KCQT,O,9-Dec-17,PST,34.022,-118.291,184,83,50,64,83,50,30,9,24,44,6,25,53,41,47,5,0,100,5,16,10,2547,267,2814,520,597,0,0,30.23,30.11,30.17,1023.5,1019.3,1021.6,54,CLR,Few High Clouds,KCQT,O,PST,34.022,-118.291,184,51,51,26,38,41,0,0,17,301,SCT,10,1,0,1,1,1,1,0,0,0,30.21,1022.9,54,CLR,Few High Clouds,9-Dec-17
3268,KCQT 09/Jan/2014 07,3308,1/9/14,9-Jan-14,9-Jan-14, Bruins,2, Kings,4,,NA,,NA,,,18118,#N/A,KCQT,KCQT,O,9-Jan-14,PST,34.022,-118.291,184,63,51,56,62,51,52,48,50,90,67,80,56,49,53,5,0,356,5,38,4.1,2033,277,2310,339,602,0,0,30.1,29.97,30.04,1019.4,1015,1017.2,35,HAZY,Haze,KCQT,O,PST,34.022,-118.291,184,51,51,48,89,49,0,0,70,12,BKN,2.5,0,0,0,0,0,0,0,0,0,30.06,1017.8,42,MC,Mostly Cloudy,9-Jan-14
3269,KCQT 09/Jan/2016 07,3309,1/9/16,9-Jan-16,9-Jan-16, Blues,2, Kings,1,L,-178,5,-119,Jonathan Quick,Brian Elliott,18413,1,KCQT,KCQT,O,9-Jan-16,PST,34.022,-118.291,184,60,46,53,60,46,50,37,43,83,50,68,52,43,48,7,1,57,7,77,9.9,1380,277,1659,0,602,0,0,30.25,30.15,30.19,1024.2,1021,1022.1,40,MC,Overcast,KCQT,O,PST,34.022,-118.291,184,48,48,39,71,44,0,0,70,110,BKN,10,0,0,0,0,0,0,0,0,0,30.2,1022.7,42,MC,Mostly Cloudy,9-Jan-16
