,Key2,Var.2,Date,Date2,Date3,roadteam,roadscore,hometeam,homescore,MLResult,ML,total,oddsadj,goalie,opp goalie,ATT,Fights,Weather Station,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Daily Latitude.x,Daily Longitude.x,Daily Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction.x,Daily High Wind Gust,Daily Cloud Cover percent.x,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall.x,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predominate Weather,Daily Weather Code,Daily Weather Text.x,Weather Station Code.y,Data Type.y,Time Zone.y,Hour Latitude.y,Hour Longitude.y,Hour Elevation.y,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction.y,Hour Wind Speed,Hour Cloud Cover percent.y,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall.y,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text.y,Data Date_1
6504,KSTP 17/Nov/2016 07,6544,11/17/16,17-Nov-16,17-Nov-16, Bruins,0, Wild,1,W,-114,5,-110,Devan Dubnyk,Tuukka Rask,18774,0,KSTP,KSTP,O,17-Nov-16,CST,44.935,-93.06,705,58,44,51,57,45,45,41,43,90,64,75,51,44,47,16,7,75,21,81,9.6,1092,178,1271,53,568,0,0,29.69,29.59,29.64,1005.5,1002.1,1003.6,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,45,45,42,90,44,0,0,100,301,OVC,10,0,0,0,0,0,0,0,0,0,29.63,1003.5,46,CLR,Fair,17-Nov-16
6505,KSTP 17/Nov/2018 07,6545,11/17/18,17-Nov-18,17-Nov-18,Sabres,3, Wild,2,W ,175,U 5.5,-106,L. Ullmark,D. Dubnyk,18947,0,KSTP,KSTP,O,17-Nov-18,CST,44.933,-93.05,719,28,14,23,28,8,14,6,10,66,45,57,23,15,20,15,10,339,22,42,10,1422,179,1601,338,568,0,0,30.48,30.28,30.41,1033.2,1026,1030.7,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,22,10,10,60,19,360,13,100,31,OVC,10,0,0,0,0,0,0,0,0,0,30.42,1031,40,MC,Overcast,17-Nov-18
6506,KSTP 18/Dec/2018 07,6546,12/18/18,18-Dec-18,18-Dec-18,Sharks,4, Wild,0,W ,-105,U 6,-112,M. Jones,D. Dubnyk,18870,1,KSTP,KSTP,O,18-Dec-18,CST,44.933,-93.05,719,45,27,35,45,19,30,18,25,85,54,69,38,24,31,12,8,168,21,2,9.5,1300,131,1431,507,527,0,0,30.07,29.77,29.9,1018.9,1008.6,1013.1,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,28,21,21,75,26,160,7,0,200,CLR,10,0,0,0,0,0,0,0,0,0,29.95,1014.8,46,CLR,Fair,18-Dec-18
6507,KSTP 18/Feb/2017 07,6547,2/18/17,18-Feb-17,18-Feb-17, Predators,2, Wild,5,W,-144,5.5,120,Devan Dubnyk,Pekka Rinne,19292,1,KSTP,KSTP,O,18-Feb-17,CST,44.935,-93.06,705,59,28,44,59,27,37,30,34,97,36,70,47,31,40,10,4,276,10,38,10,2305,282,2588,369,635,0,0,29.87,29.6,29.76,1011.5,1002.4,1007.9,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,34,34,33,97,34,0,0,21,301,SCT,10,0,0,0,0,0,0,0,0,0,29.72,1006.6,46,CLR,Fair,18-Feb-17
6508,KSTP 18/Jan/2014 07,6548,1/18/14,18-Jan-14,18-Jan-14, Stars,2, Wild,3,,NA,,NA,,,19192,#N/A,KSTP,KSTP,O,18-Jan-14,CST,44.935,-93.06,705,22,7,16,21,-7,11,3,9,88,65,75,18,6,14,15,8,135,24,61,7.2,1482,165,1647,426,555,0.05,2.5,29.98,29.62,29.82,1015.4,1002.9,1009.8,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,14,0,10,84,13,110,12,100,17,OVC,1.5,0,0,0,0,0,0,0,0,0,29.64,1003.7,9,SNOW,Light Snow,18-Jan-14
6509,KSTP 18/Mar/2017 07,6549,3/18/17,18-Mar-17,18-Mar-17, Rangers,3, Wild,2,L,-193,5.5,-108,Devan Dubnyk,Antti Raanta,19337,0,KSTP,KSTP,O,18-Mar-17,CST,44.935,-93.06,705,43,29,34,42,18,25,24,24,82,49,68,35,28,31,21,10,318,30,58,10,2987,434,3421,341,725,0,0,30.35,30.16,30.3,1027.8,1021.2,1026.1,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,31,20,24,76,29,320,15,100,18,OVC,10,14,3,17,28,31,41,0,0,0,30.29,1025.8,40,MC,Overcast,18-Mar-17
6510,KSTP 18/Oct/2016 07,6550,10/18/16,18-Oct-16,18-Oct-16, Kings,3, Wild,6,W,-120,5,-133,Darcy Kuemper,Jeff Zatkoff,18644,0,KSTP,KSTP,O,18-Oct-16,CST,44.935,-93.06,705,65,47,56,65,49,53,43,49,97,46,78,56,48,53,12,6,282,17,17,10,2959,297,3256,645,648,0.01,0,29.96,29.53,29.77,1014.4,1000.1,1008.1,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,51,51,50,96,51,270,3,0,201,CLR,10,7,1,8,7,8,10,0,0,0,29.68,1005.1,46,CLR,Fair,18-Oct-16
6511,KSTP 19/Feb/2019 07,6551,2/19/19,19-Feb-19,19-Feb-19,Ducks,4, Wild,0,W ,170,U 5.5,-121,R. Miller,D. Dubnyk,18533,0,KSTP,KSTP,O,19-Feb-19,CST,44.933,-93.05,719,20,-4,9,20,-14,6,-8,1,88,55,71,17,-3,7,10,3,138,10,8,8.8,2838,284,3122,618,638,0,1,30.6,30.23,30.49,1037.7,1025,1034,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,-2,-2,-8,75,-3,190,3,0,169,CLR,9,0,0,0,0,0,0,0,0,0,30.59,1037.4,46,CLR,Fair,19-Feb-19
6512,KSTP 19/Jan/2015 07,6552,1/19/15,19-Jan-15,19-Jan-15, Blue Jackets,3, Wild,1,,NA,,NA,,,19064,0,KSTP,KSTP,O,19-Jan-15,CST,44.935,-93.06,705,35,21,30,35,12,29,20,26,96,75,85,33,21,28,16,7,125,21,79,9.2,915,168,1082,36,558,0,0,30.01,29.84,29.91,1016.4,1010.4,1012.8,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,25,16,23,92,24,140,8,100,80,OVC,9,0,0,0,0,0,0,0,0,0,29.96,1014.7,40,MC,Overcast,19-Jan-15
6513,KSTP 19/Jan/2017 07,6553,1/19/17,19-Jan-17,19-Jan-17, Coyotes,3, Wild,4,W,-370,5,-130,Devan Dubnyk,Louis Domingue,19027,1,KSTP,KSTP,O,19-Jan-17,CST,44.935,-93.06,705,37,28,33,37,23,34,29,32,100,86,94,35,29,33,15,7,142,15,61,6.6,1132,168,1299,214,558,0,0,29.86,29.7,29.8,1011.2,1005.9,1009.3,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,30,24,29,96,30,130,6,0,201,CLR,7,0,0,0,0,0,0,0,0,0,29.85,1011,46,CLR,Fair,19-Jan-17
6514,KSTP 19/Jan/2019 07,6554,1/19/19,19-Jan-19,19-Jan-19,Blue Jackets,1, Wild,2,L ,110,U 6,-120,S. Bobrovsky,D. Dubnyk,19054,0,KSTP,KSTP,O,19-Jan-19,CST,44.933,-93.05,719,12,-2,4,11,-16,-4,-15,-9,66,42,56,8,-2,2,13,9,346,17,14,10,1672,168,1840,547,558,0,0,30.42,30.34,30.38,1031.8,1028.8,1030.4,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,-1,-16,-10,65,-2,350,9,0,179,CLR,10,0,0,0,0,0,0,0,0,0,30.41,1031.4,46,CLR,Fair,19-Jan-19
6515,KSTP 19/Mar/2015 07,6555,3/19/15,19-Mar-15,19-Mar-15, Capitals,3, Wild,2,,NA,,NA,,,19044,0,KSTP,KSTP,O,19-Mar-15,CST,44.935,-93.06,705,52,35,43,51,30,32,20,25,70,31,51,39,32,35,17,10,166,26,90,10,2621,440,3061,147,728,0,0,30.25,29.97,30.1,1024.4,1015,1019.5,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,38,33,23,55,33,150,7,100,70,OVC,10,16,3,19,32,35,46,0,0,0,30.19,1022.5,40,MC,Overcast,19-Mar-15
6516,KSTP 19/Mar/2016 07,6556,3/19/16,19-Mar-16,19-Mar-16, Hurricanes,2, Wild,3,W,-167,5,NA,Devan Dubnyk,Cam Ward,19044,0,KSTP,KSTP,O,19-Mar-16,CST,44.935,-93.06,705,41,28,33,40,19,28,23,25,85,58,73,35,26,30,13,8,358,16,77,9.1,2236,449,2687,24,728,0.02,1.3,30.34,30.18,30.27,1027.3,1022.6,1025.2,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,29,22,24,82,27,100,7,100,15,OVC,10,18,4,22,35,39,51,0,0,0,30.24,1024.2,40,MC,Overcast,19-Mar-16
6517,KSTP 19/Mar/2018 07,6557,3/19/18,19-Mar-18,19-Mar-18, Kings,4, Wild,3,L,-134,5.5,115,Devan Dubnyk,Jonathan Quick,19081,0,KSTP,KSTP,O,19-Mar-18,CST,44.935,-93.06,705,43,32,37,43,26,30,22,25,83,47,62,36,29,33,14,8,50,14,85,10,2738,440,3179,152,728,0,0,30.04,29.98,30.01,1017.8,1016.2,1016.8,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,35,28,26,70,31,20,8,20,16,SCT,10,29,3,32,32,35,46,0,0,0,29.99,1016.5,44,PC,Partly Cloudy,19-Mar-18
6518,KSTP 19/Mar/2019 07,6558,3/19/19,19-Mar-19,19-Mar-19,Avalanche,3, Wild,1,W ,110,U 5.5,-120,P. Grubauer,D. Dubnyk,18785,1,KSTP,KSTP,O,19-Mar-19,CST,44.933,-93.05,719,47,28,39,47,24,31,24,28,89,47,67,40,28,34,13,8,220,22,39,9.7,4265,440,4705,653,728,0,0,30.3,30.08,30.21,1026.6,1019.1,1023.3,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,31,25,24,76,29,110,6,0,379,CLR,10,32,3,35,32,35,46,0,0,0,30.26,1025.1,46,CLR,Fair,19-Mar-19
6519,KSTP 19/Nov/2016 07,6559,11/19/16,19-Nov-16,19-Nov-16, Avalanche,3, Wild,2,L,-200,5,NA,Devan Dubnyk,Calvin Pickard,19238,0,KSTP,KSTP,O,19-Nov-16,CST,44.935,-93.06,705,32,23,29,32,15,26,16,19,79,61,69,30,21,26,25,17,311,33,94,10,859,171,1032,30,563,0,0,30.47,30.13,30.36,1031.9,1020.3,1028.2,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,30,18,20,66,27,300,18,100,39,OVC,10,0,0,0,0,0,0,0,0,0,30.29,1025.7,40,MC,Overcast,19-Nov-16
6520,KSTP 20/Dec/2014 07,6560,12/20/14,20-Dec-14,20-Dec-14, Predators,6, Wild,5,,NA,,NA,,,19017,0,KSTP,KSTP,O,20-Dec-14,CST,44.935,-93.06,705,32,29,31,32,18,28,25,27,89,82,85,31,28,29,16,9,166,24,100,7.8,655,130,782,0,527,0,0,30.21,30.11,30.17,1022.9,1019.5,1021.6,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,30,25,26,85,29,150,5,100,12,OVC,6,0,0,0,0,0,0,0,0,0,30.19,1022.4,40,MC,Overcast,20-Dec-14
6521,KSTP 20/Dec/2016 07,6561,12/20/16,20-Dec-16,20-Dec-16, Avalanche,0, Wild,2,W,-224,5,114,Devan Dubnyk,Semyon Varlamov,19018,0,KSTP,KSTP,O,20-Dec-16,CST,44.935,-93.06,705,38,20,30,37,13,24,16,21,81,54,69,32,20,27,20,10,249,29,34,10,1306,130,1436,527,527,0,0,30.07,29.91,29.99,1018.2,1013,1015.6,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,31,21,23,72,28,260,14,0,201,CLR,10,0,0,0,0,0,0,0,0,0,29.93,1013.7,46,CLR,Fair,20-Dec-16
6522,KSTP 20/Jan/2018 07,6562,1/20/18,20-Jan-18,20-Jan-18, Lightning,2, Wild,5,W,-100,5.5,101,Devan Dubnyk,Andrei Vasilevskiy,19007,0,KSTP,KSTP,O,20-Jan-18,CST,44.935,-93.06,705,41,22,31,40,22,33,21,29,100,76,90,37,22,30,3,0,40,3,77,6.8,1002,170,1171,78,559,0,0,29.96,29.75,29.88,1015.1,1007.8,1012.3,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,26,26,24,92,25,0,0,80,182,CLR,1.2,0,0,0,0,0,0,0,0,0,29.84,1011,46,CLR,Fair,20-Jan-18
6523,KSTP 20/Nov/2017 07,6563,11/20/17,20-Nov-17,20-Nov-17, Devils,4, Wild,3,L,-185,5.5,112,Devan Dubnyk,Cory Schneider,19048,0,KSTP,KSTP,O,20-Nov-17,CST,44.935,-93.06,705,46,27,38,45,21,31,25,28,92,53,72,39,27,34,23,8,194,28,68,9.8,919,170,1088,23,562,0,0,29.79,29.45,29.58,1009.4,997.6,1002.2,50,PC,High Overcast,KSTP,O,CST,44.935,-93.06,705,28,22,26,92,27,160,6,100,201,OVC,10,0,0,0,0,0,0,0,0,0,29.68,1005.8,40,MC,Overcast,20-Nov-17
6524,KSTP 20/Oct/2016 07,6564,10/20/16,20-Oct-16,20-Oct-16, Maple Leafs,2, Wild,3,W,-180,5.5,-120,Devan Dubnyk,Jhonas Enroth,18968,0,KSTP,KSTP,O,20-Oct-16,CST,44.935,-93.06,705,51,35,44,50,32,35,30,32,89,46,65,42,36,39,18,7,340,18,32,10,2576,286,2862,562,643,0,0,30.38,30.3,30.33,1028.7,1026.2,1027.2,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,38,32,32,79,36,320,8,0,201,CLR,10,5,0,5,5,5,7,0,0,0,30.37,1028.4,46,CLR,Fair,20-Oct-16
6525,KSTP 20/Oct/2018 07,6565,10/20/18,20-Oct-18,20-Oct-18,Lightning,4, Wild,5,L ,-143,O 6,100,A. Vasilevskiy,A. Stalock,19080,0,KSTP,KSTP,O,20-Oct-18,CST,44.933,-93.05,719,49,28,38,49,22,32,16,21,69,35,50,42,27,33,30,15,321,48,35,10,2265,292,2557,378,643,0,0,30.35,29.9,30.18,1028.2,1012.4,1022.3,46,CLR,Fair,KSTP,O,CST,44.933,-93.05,719,35,24,20,54,30,310,22,100,55,BKN,10,3,1,4,6,7,9,0,0,0,30.05,1017.9,42,MC,Mostly Cloudy,20-Oct-18
6526,KSTP 21/Dec/2015 07,6566,12/21/15,21-Dec-15,21-Dec-15, Stars,6, Wild,3,L,-111,5.5,107,Devan Dubnyk,Antti Niemi,19047,0,KSTP,KSTP,O,21-Dec-15,CST,44.935,-93.06,705,33,30,31,33,20,28,25,27,89,72,81,31,29,30,13,7,350,13,100,9.1,655,130,782,0,527,0,0.2,29.88,29.79,29.84,1011.9,1008.7,1010.6,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,30,20,27,88,29,340,12,100,11,OVC,10,0,0,0,0,0,0,0,0,0,29.83,1010.3,42,MC,Mostly Cloudy,21-Dec-15
6527,KSTP 21/Feb/2016 07,6567,2/21/16,21-Feb-16,21-Feb-16, Blackhawks,1, Wild,6,W,100,5,-113,Devan Dubnyk,Corey Crawford,50426,0,KSTP,KSTP,O,21-Feb-16,CST,44.935,-93.06,705,36,24,31,36,18,26,21,24,89,67,78,32,23,29,13,7,321,13,71,10,1793,295,2087,176,644,0,0,30.28,30.15,30.23,1025.4,1021.1,1023.6,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,24,18,21,88,23,330,5,100,201,OVC,10,0,0,0,0,0,0,0,0,0,30.19,1022.4,46,CLR,Fair,21-Feb-16
6528,KSTP 21/Feb/2017 07,6568,2/21/17,21-Feb-17,21-Feb-17, Blackhawks,5, Wild,3,L,-152,5.5,118,Devan Dubnyk,Corey Crawford,19333,0,KSTP,KSTP,O,21-Feb-17,CST,44.935,-93.06,705,62,30,44,61,26,45,32,39,100,50,86,51,32,42,14,7,166,25,64,6.1,1952,295,2246,205,644,0,0,29.92,29.67,29.81,1013.1,1004.9,1009.5,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,32,26,32,100,32,170,6,100,2,VV,0.2,0,0,0,0,0,0,0,0,0,29.91,1012.9,46,CLR,Fair,21-Feb-17
6529,KSTP 21/Jan/2017 07,6569,1/21/17,21-Jan-17,21-Jan-17, Ducks,3, Wild,5,W,-155,5,-113,Devan Dubnyk,Jonathan Bernier,19288,1,KSTP,KSTP,O,21-Jan-17,CST,44.935,-93.06,705,38,34,36,37,29,37,34,35,100,96,100,37,34,36,9,3,101,9,100,3.8,859,171,1032,0,561,0,0,29.57,29.41,29.48,1001.3,995.9,998.4,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,35,29,35,100,35,90,7,100,6,OVC,5,0,0,0,0,0,0,0,0,0,29.46,997.6,40,MC,Overcast,21-Jan-17
6530,KSTP 21/Mar/2015 07,6570,3/21/15,21-Mar-15,21-Mar-15, Blues,3, Wild,6,,NA,,NA,,,19204,0,KSTP,KSTP,O,21-Mar-15,CST,44.935,-93.06,705,39,25,33,38,16,26,-2,7,76,18,38,33,22,26,17,9,352,22,46,10,3733,452,4185,387,735,0,0,30.35,30.14,30.28,1027.7,1020.6,1025.4,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,27,16,7,43,22,360,14,0,201,CLR,10,40,4,44,40,44,56,0,0,0,30.28,1025.5,46,CLR,Fair,21-Mar-15
6531,KSTP 21/Mar/2017 07,6571,3/21/17,21-Mar-17,21-Mar-17, Sharks,2, Wild,3,W,-163,5,NA,Devan Dubnyk,Martin Jones,19104,1,KSTP,KSTP,O,21-Mar-17,CST,44.935,-93.06,705,41,25,32,41,15,24,5,11,64,29,42,33,21,26,20,13,341,25,17,10,4430,452,4882,650,735,0,0,30.56,30.23,30.42,1035.9,1023.9,1030.6,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,28,17,10,47,23,350,13,100,301,OVC,10,20,4,24,40,44,56,0,0,0,30.38,1029.2,50,PC,High Overcast,21-Mar-17
6532,KSTP 21/Nov/2015 07,6572,11/21/15,21-Nov-15,21-Nov-15, Predators,0, Wild,4,W,-105,5,117,Devan Dubnyk,Pekka Rinne,19056,2,KSTP,KSTP,O,21-Nov-15,CST,44.935,-93.06,705,27,16,22,27,6,16,10,12,84,49,66,22,15,19,15,7,309,15,85,10,1042,168,1210,125,560,0,0,30.38,30.14,30.28,1028.7,1020.7,1025.5,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,16,6,12,84,15,320,7,80,118,CLR,10,0,0,0,0,0,0,0,0,0,30.36,1028.1,46,CLR,Fair,21-Nov-15
6533,KSTP 21/Nov/2018 07,6573,11/21/18,21-Nov-18,21-Nov-18,Senators,4, Wild,6,L ,230,O 6,-103,C. Anderson,A. Stalock,19035,0,KSTP,KSTP,O,21-Nov-18,CST,44.933,-93.05,719,31,23,26,31,13,22,11,14,72,55,62,28,20,23,13,9,77,13,91,10,785,168,954,82,560,0,0,30.37,30.14,30.31,1029.2,1021.5,1027.1,40,MC,Overcast,KSTP,O,CST,44.933,-93.05,719,25,13,15,66,22,50,13,100,80,OVC,10,0,0,0,0,0,0,0,0,0,30.3,1026.7,40,MC,Overcast,21-Nov-18
6534,KSTP 22/Dec/2015 07,6574,12/22/15,22-Dec-15,22-Dec-15, Canadiens,1, Wild,2,W,-147,5,118,Darcy Kuemper,Mike Condon,19105,0,KSTP,KSTP,O,22-Dec-15,CST,44.935,-93.06,705,35,29,32,34,21,30,27,28,96,82,88,32,29,30,20,11,146,26,88,9.4,653,130,783,0,527,0,0,29.81,29.5,29.66,1009.5,999,1004.3,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,31,26,29,92,30,150,5,100,13,OVC,7,0,0,0,0,0,0,0,0,0,29.76,1007.7,40,MC,Overcast,22-Dec-15
6535,KSTP 22/Dec/2018 07,6575,12/22/18,22-Dec-18,22-Dec-18,Stars,2, Wild,1,W ,129,U 6,-120,B. Bishop,D. Dubnyk,19074,1,KSTP,KSTP,O,22-Dec-18,CST,44.933,-93.05,719,31,25,27,31,16,27,18,23,89,75,82,29,23,26,10,5,171,10,99,6.8,653,130,783,0,527,0,0.3,29.97,29.79,29.89,1015.5,1009.5,1013,40,MC,Overcast,KSTP,O,CST,44.933,-93.05,719,25,16,20,81,23,180,8,100,13,OVC,10,0,0,0,0,0,0,0,0,0,29.83,1011.1,40,MC,Overcast,22-Dec-18
6536,KSTP 22/Jan/2017 07,6576,1/22/17,22-Jan-17,22-Jan-17, Predators,4, Wild,2,L,-113,5.5,100,Darcy Kuemper,Pekka Rinne,19087,0,KSTP,KSTP,O,22-Jan-17,CST,44.935,-93.06,705,40,34,36,40,28,37,34,36,100,89,97,39,34,36,9,7,305,9,100,6.2,874,175,1051,0,564,0,0,29.81,29.57,29.72,1009.5,1001.4,1006.3,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,35,29,35,100,35,320,7,100,4,OVC,7,0,0,0,0,0,0,0,0,0,29.66,1004.5,40,MC,Overcast,22-Jan-17
6537,KSTP 22/Jan/2018 07,6577,1/22/18,22-Jan-18,22-Jan-18, Senators,1, Wild,3,W,-209,5.5,100,Alex Stalock,Mike Condon,18907,0,KSTP,KSTP,O,22-Jan-18,CST,44.935,-93.06,705,36,26,30,36,12,30,20,27,96,76,88,33,25,29,22,15,13,33,100,4.4,874,175,1051,0,564,0.34,12.4,29.91,29.67,29.78,1013.4,1005.1,1009.1,9,SNOW,Light Snow,KSTP,O,CST,44.935,-93.06,705,33,23,28,82,31,40,14,100,15,OVC,10,0,0,0,0,0,0,0,0,0,29.83,1010.7,40,MC,Overcast,22-Jan-18
6538,KSTP 22/Mar/2014 07,6578,3/22/14,22-Mar-14,22-Mar-14, Red Wings,3, Wild,2,,NA,,NA,,,19176,#N/A,KSTP,KSTP,O,22-Mar-14,CST,44.935,-93.06,705,23,9,16,23,-9,11,0,4,72,47,59,21,7,14,22,15,323,29,1,10,4564,460,5024,725,737,0,0,30.56,30.23,30.44,1034.8,1023.6,1030.7,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,9,-9,0,67,7,330,17,0,201,CLR,10,43,4,47,43,47,61,0,0,0,30.42,1030,46,CLR,Fair,22-Mar-14
6539,KSTP 22/Mar/2016 07,6579,3/22/16,22-Mar-16,22-Mar-16, Kings,1, Wild,2,W,-115,5,-113,Devan Dubnyk,Jonathan Quick,19018,0,KSTP,KSTP,O,22-Mar-16,CST,44.935,-93.06,705,55,34,43,54,27,34,27,30,76,43,61,44,31,38,17,10,34,25,69,10,3139,464,3603,314,737,0,0,29.9,29.62,29.71,1012.4,1003,1006,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,39,35,29,67,35,90,6,5,120,FEW,10,45,5,50,46,51,66,0,0,0,29.63,1003.5,45,CLR,Mostly Clear,22-Mar-16
6540,KSTP 22/Oct/2013 07,6580,10/22/13,22-Oct-13,22-Oct-13, Predators,0, Wild,2,,NA,,NA,,,17651,#N/A,KSTP,KSTP,O,22-Oct-13,CST,44.935,-93.06,705,40,25,35,40,26,32,23,28,92,62,76,35,26,32,9,4,322,9,73,10,1430,283,1714,25,637,0,0,30.05,29.99,30.02,1017.7,1015.6,1016.8,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,28,28,25,88,27,0,0,70,24,BKN,10,3,0,3,4,4,5,0,0,0,30.01,1016.4,42,MC,Mostly Cloudy,22-Oct-13
6541,KSTP 22/Oct/2015 07,6581,10/22/15,22-Oct-15,22-Oct-15, Blue Jackets,2, Wild,3,W,-174,5.5,-133,Devan Dubnyk,Sergei Bobrovsky,18650,0,KSTP,KSTP,O,22-Oct-15,CST,44.935,-93.06,705,63,37,50,62,37,40,31,36,96,31,64,49,36,44,7,2,127,7,18,9.1,2813,283,3096,632,637,0,0,30.32,30.19,30.26,1026.8,1022.2,1024.5,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,37,37,36,96,36,0,0,0,201,CLR,6,4,0,4,4,4,5,0,0,0,30.3,1026.2,46,CLR,Fair,22-Oct-15
6542,KSTP 23/Dec/2014 07,6582,12/23/14,23-Dec-14,23-Dec-14, Flyers,5, Wild,2,,NA,,NA,,,19020,0,KSTP,KSTP,O,23-Dec-14,CST,44.935,-93.06,705,36,34,35,36,25,33,31,32,93,85,89,35,33,34,13,10,354,25,100,8.9,653,131,785,0,527,0,0,29.88,29.64,29.74,1011.8,1003.7,1007.1,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,35,28,31,85,33,360,9,100,14,OVC,10,0,0,0,0,0,0,0,0,0,29.67,1004.6,40,MC,Overcast,23-Dec-14
6543,KSTP 23/Feb/2016 07,6583,2/23/16,23-Feb-16,23-Feb-16, Islanders,4, Wild,1,L,-126,5.5,-145,Devan Dubnyk,Jaroslav Halak,19085,0,KSTP,KSTP,O,23-Feb-16,CST,44.935,-93.06,705,39,32,35,39,25,34,26,31,96,78,85,37,30,33,12,7,211,12,100,8.1,1529,306,1831,0,650,0.04,0.4,30.11,30,30.05,1019.5,1015.8,1017.8,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,33,26,31,92,32,160,8,100,11,OVC,5,0,0,0,0,0,0,0,0,0,30.06,1017.8,7,SNOW,Rain and Snow,23-Feb-16
6544,KSTP 23/Jan/2014 07,6584,1/23/14,23-Jan-14,23-Jan-14, Blackhawks,1, Wild,2,,NA,,NA,,,19226,#N/A,KSTP,KSTP,O,23-Jan-14,CST,44.935,-93.06,705,-4,-16,-9,-4,-38,-10,-22,-17,82,55,67,-5,-16,-10,16,10,289,16,9,10,1756,178,1934,524,566,0,0,30.81,30.29,30.66,1043.4,1025.7,1038.1,46,CLR,Fair,KSTP,O,CST,44.935,-93.06,705,-15,-36,-22,70,-15,330,12,11,201,SCT,10,0,0,0,0,0,0,0,0,0,30.75,1041.2,46,CLR,Fair,23-Jan-14
6545,KSTP 23/Mar/2017 07,6585,3/23/17,23-Mar-17,23-Mar-17, Flyers,3, Wild,1,L,-198,5.5,-130,Devan Dubnyk,Steve Mason,19004,0,KSTP,KSTP,O,23-Mar-17,CST,44.935,-93.06,705,40,37,38,40,28,38,17,28,100,42,66,38,30,34,23,12,141,25,100,8.6,2327,465,2792,0,740,0.14,0,30.26,29.84,30.02,1025.3,1010.8,1017.1,40,MC,Overcast,KSTP,O,CST,44.935,-93.06,705,37,28,23,57,32,140,16,100,50,OVC,10,24,5,28,47,52,67,0,0,0,30.15,1021.4,40,MC,Overcast,23-Mar-17
