Key2,GameKey,FullDate,Month,Day,Year,Date2,Date3,Season,Start (ET),Hour,Start-Military,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,SO,Attendance,Notes,MonthW,MoneyLineAway,MoneyLineHome,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Latitude.x,Longitude.x,Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction,Daily High Wind Gust,Daily Cloud Cover percent,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predomite Weather,Daily Weather Code,Daily Weather Text,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Militaryminusfour,Minus Four Temperature,Minus Four Feels Like,Minus Four Dew Point,Minus Four Relative Humidity,Minus Four Wet Bulb Temp,Minus Four Wind Direction,Minus Four Wind Speed,Minus Four Cloud Cover percent,Minus Four Cloud Ceiling,Minus Four Cloud Cover Type,Minus Four Visibility,Minus Four Solar Irradiance Beam,Minus Four Solar Irradiance Diffuse,Minus Four Solar Irradiance Global,Minus Four Solar Irradiance Possible Beam,Minus Four Solar Irradiance Possible Global,Minus Four Solar Irradiance ET,Minus Four Probability of Precipitation,Minus Four Water EQ,Minus Four Snowfall,Minus Four Pressure Inches,Minus Four Pressure Millibars,Minus Four Weather Code Digit Numeric,Minus Four Weather Code Alpha Numeric,Minus Four Weather Text
KRDU 17/Feb/2017 15,CAR42783,2/17/17,2,17,2017,17-Feb-17,17-Feb-17,2017, 7:30 PM,7,19,COL,2,CAR,1,1,0,"11,456",0,Feb,221,-248,NA,1.5 (2.5),-1.5,U,5.5,Friday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42783,KRDU,O,17-Feb-17,EST,35.878,-78.787,436,66,34,50,66,34,32,17,26,68,23,42,48,29,39,17,7,223,23,66,10,2853,385,3238,313,658,0,0,30.03,29.87,29.95,1017,1011.5,1014.3,45,CLR,Mostly Clear,55,54,30,39,44,230,6,5,250,FEW,10,0,0,0,0,0,0,0,0,0,29.91,1012.8,45,CLR,Mostly Clear,15,64,62,27,25,47,210,17,10,140,FEW,10,407,42,449,421,463,602,0,0,0,29.89,1012.2,45,CLR,Mostly Clear
KRDU 17/Mar/2015 15,CAR42080,3/17/15,3,17,2015,17-Mar-15,17-Mar-15,2015, 7:00 PM,7,19,OTT,2,CAR,1,1,0,"13,469",0,Mar,-125,113,NA,-1.5,1.5 (0.5),U,5,Tuesday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU42080,KRDU,O,17-Mar-15,EST,35.878,-78.787,436,82,47,65,81,45,47,17,38,61,17,39,61,42,52,12,6,315,29,51,10,3849,526,4375,225,723,0,0,29.99,29.73,29.84,1015.7,1006.8,1010.5,45,CLR,Mostly Clear,70,70,45,41,56,370,7,25,180,SCT,10,0,0,0,0,0,0,0,0,0,29.85,1011,45,CLR,Mostly Clear,15,81,81,45,28,61,320,9,45,80,SCT,10,464,55,519,549,604,785,0,0,0,29.73,1006.9,45,CLR,Mostly Clear
KRDU 17/Mar/2018 15,CAR43176,3/17/18,3,17,2018,17-Mar-18,17-Mar-18,2018, 7:00 PM,7,19,PHI,4,CAR,2,0,0,"14,805",0,Mar,125,-138,NA,1.5 (3.5),-1.5,O,5.5,Saturday,CAR2018,18680,0,18,Raleigh,KRDU,KRDU43176,KRDU,O,17-Mar-18,EST,35.878,-78.787,436,71,34,52,70,34,55,15,39,87,29,60,59,29,46,20,6,224,26,61,10,2843,526,3369,147,723,0.3,0,30.06,29.75,29.9,1017.7,1007.4,1012.4,42,MC,Mostly Cloudy,61,61,50,67,55,180,5,20,250,SCT,10,0,0,0,0,0,0,0,0,0,29.78,1008.4,54,CLR,Few High Clouds,15,69,69,50,51,58,260,12,30,250,SCT,10,493,55,548,549,604,785,0,0,0,29.79,1008.6,54,CLR,Few High Clouds
KRDU 17/Nov/2018 15,CAR43421,11/17/18,11,17,2018,17-Nov-18,17-Nov-18,2019, 7:00 PM,7,19,CBJ,4,CAR,1,0,0,"13,040",0,Nov,109,-120,NA,1.5 (4.5),-1.5,U,6,Saturday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43421,KRDU,O,17-Nov-18,EST,35.867,-78.783,427,59,33,44,58,33,42,33,37,100,46,80,48,33,40,10,1,34,21,10,10,2808,288,3096,582,612,0,0,30.29,30.14,30.24,1025.8,1020.8,1024.1,46,CLR,Fair,44,44,40,85,42,0,0,0,400,CLR,10,0,0,0,0,0,0,0,0,0,30.27,1025.2,46,CLR,Fair,15,58,58,37,46,48,0,0,0,400,CLR,10,248,25,273,248,273,354,0,0,0,30.23,1023.6,46,CLR,Fair
KRDU 18/Dec/2014 15,CAR41991,12/18/14,12,18,2014,18-Dec-14,18-Dec-14,2015, 7:00 PM,7,19,TOR,1,CAR,4,0,0,"12,332",0,Dec,-141,128,NA,-1.5,1.5 (4.5),U,5.5,Thursday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU41991,KRDU,O,18-Dec-14,EST,35.878,-78.787,436,51,31,41,50,33,33,21,26,86,32,58,39,31,35,6,1,334,21,59,10,1547,236,1783,141,584,0,0,30.19,30.08,30.12,1022.4,1018.7,1020.1,42,MC,Mostly Cloudy,41,41,26,55,35,0,0,100,70,BKN,10,0,0,0,0,0,0,0,0,0,30.11,1019.7,42,MC,Mostly Cloudy,15,50,48,21,32,39,310,5,100,90,BKN,10,97,22,119,220,242,314,0,0,0,30.09,1019,42,MC,Mostly Cloudy
KRDU 18/Dec/2015 15,CAR42356,12/18/15,12,18,2015,18-Dec-15,18-Dec-15,2016, 7:00 PM,7,19,FLA,2,CAR,0,0,0,"10,511",0,Dec,108,-119,NA,1.5 (3.5),-1.5,U,5,Friday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42356,KRDU,O,18-Dec-15,EST,35.878,-78.787,436,59,37,51,59,30,58,14,40,97,40,69,58,31,48,15,6,319,29,71,7.9,1024,236,1260,48,584,0.16,0,30.21,29.75,29.89,1022.9,1007.5,1012.2,45,CLR,Mostly Clear,46,40,27,47,38,310,15,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.01,1016.1,45,CLR,Mostly Clear,15,55,54,39,55,47,290,5,95,42,BKN,10,146,22,168,220,242,314,0,0,0,29.83,1010.1,45,CLR,Mostly Clear
KRDU 18/Feb/2018 13,CAR43149,2/18/18,2,18,2018,18-Feb-18,18-Feb-18,2018, 5:00 PM,5,17,NJD,3,CAR,2,1,0,"18,680",0,Feb,147,-163,NA,1.5 (2.5),-1.5,U,6,Sunday,CAR2018,18680,0,18,Raleigh,KRDU,KRDU43149,KRDU,O,18-Feb-18,EST,35.878,-78.787,436,61,39,49,60,37,42,34,38,100,38,72,48,40,44,10,5,79,10,43,7.8,3780,390,4170,557,660,0.02,0,30.44,30.1,30.3,1030.9,1019.6,1026.2,45,CLR,Mostly Clear,60,59,35,39,48,100,8,5,250,FEW,10,83,8,91,84,92,120,0,0,0,30.34,1027.4,45,CLR,Mostly Clear,13,58,58,35,42,47,370,3,5,250,FEW,10,607,62,669,616,678,880,0,0,0,30.36,1028,45,CLR,Mostly Clear
KRDU 18/Jan/2014 15,CAR41657,1/18/14,1,18,2014,18-Jan-14,18-Jan-14,2014, 7:00 PM,7,19,FLA,2,CAR,3,0,0,"15,476",0,Jan,127,-138,NA,1.5 (0.5),-1.5,U,5.5,Saturday,CAR2014,18680,0,14,Raleigh,KRDU,KRDU41657,KRDU,O,18-Jan-14,EST,35.878,-78.787,436,47,27,33,47,21,29,7,15,69,31,49,41,24,28,15,7,280,23,16,10,2645,273,2918,544,603,0,0,30.04,29.83,29.98,1017.4,1010.1,1015.1,46,CLR,Fair,30,25,11,45,24,220,5,0,301,SCT,10,0,0,0,0,0,0,0,0,0,30.04,1017.2,46,CLR,Fair,15,36,29,8,31,28,290,9,0,201,CLR,10,292,29,321,292,321,416,0,0,0,30.01,1016.1,46,CLR,Fair
KRDU 18/Jan/2019 15,CAR43483,1/18/19,1,18,2019,18-Jan-19,18-Jan-19,2019, 7:30 PM,7,19,OTT,4,CAR,1,0,0,"15,598",0,Jan,211,-236,NA,1.5 (4.5),-1.5,U,6.5,Friday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43483,KRDU,O,18-Jan-19,EST,35.867,-78.783,427,59,39,48,58,38,43,38,40,93,50,77,50,39,44,9,5,248,21,72,10,2267,273,2540,258,603,0,0,30.17,30.07,30.11,1021.6,1018,1019.7,40,MC,Overcast,49,49,39,69,44,0,0,40,250,SCT,10,0,0,0,0,0,0,0,0,0,30.11,1019.7,44,PC,Partly Cloudy,15,57,56,39,51,48,270,5,40,250,SCT,10,245,29,274,292,321,417,0,0,0,30.07,1018,44,PC,Partly Cloudy
KRDU 18/Mar/2017 15,CAR42812,3/18/17,3,18,2017,18-Mar-17,18-Mar-17,2017, 7:00 PM,7,19,NSH,2,CAR,4,0,0,"10,707",0,Mar,-133,120,NA,-1.5,1.5 (3.5),O,5.5,Saturday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42812,KRDU,O,18-Mar-17,EST,35.878,-78.787,436,64,44,51,63,40,51,31,44,93,56,80,56,43,47,14,8,213,23,82,8.9,2628,528,3154,32,725,0.5,0,30.2,29.9,30.05,1022.8,1012.4,1017.5,18,RAIN,Light Rain,49,46,46,90,47,160,6,45,60,SCT,10,0,0,0,0,0,0,99,0.14,0,29.92,1013.1,18,RAIN,Light Rain,15,60,59,51,72,55,180,7,90,65,BKN,10,382,55,437,554,609,792,0,0,0,29.96,1014.5,44,PC,Partly Cloudy
KRDU 18/Nov/2013 15,CAR41596,11/18/13,11,18,2013,18-Nov-13,18-Nov-13,2014, 7:00 PM,7,19,BOS,4,CAR,1,0,0,"13,919",0,Nov,-154,142,NA,-1.5 (1.5),1.5,U,5,Monday,CAR2014,18680,0,14,Raleigh,KRDU,KRDU41596,KRDU,O,18-Nov-13,EST,35.878,-78.787,436,75,54,66,77,56,66,27,50,93,28,63,67,44,59,18,7,274,24,42,9.8,2570,287,2858,419,611,0.06,0,29.97,29.8,29.86,1014.9,1009.2,1011.4,45,CLR,Mostly Clear,63,63,37,38,50,370,5,5,250,FEW,10,0,0,0,0,0,0,0,0,0,29.89,1012.3,45,CLR,Mostly Clear,15,75,77,51,43,61,300,7,20,55,SCT,10,220,25,246,245,270,351,0,0,0,29.8,1009.2,44,PC,Partly Cloudy
KRDU 18/Nov/2016 15,CAR42692,11/18/16,11,18,2016,18-Nov-16,18-Nov-16,2017, 7:30 PM,7,19,MTL,2,CAR,3,0,0,"12,101",0,Nov,108,-119,NA,1.5 (0.5),-1.5,U,5,Friday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42692,KRDU,O,18-Nov-16,EST,35.878,-78.787,436,76,39,56,76,40,51,39,46,97,33,74,59,40,50,6,1,226,21,0,6.6,2833,283,3116,611,611,0,0,30.22,30.11,30.15,1023.4,1019.5,1021.1,46,CLR,Fair,56,56,50,81,53,0,0,0,201,CLR,5,0,0,0,0,0,0,0,0,0,30.13,1020.2,46,CLR,Fair,15,76,76,45,33,59,220,3,0,201,CLR,5,242,24,266,242,266,346,0,0,0,30.11,1019.7,46,CLR,Fair
KRDU 18/Nov/2018 13,CAR43422,11/18/18,11,18,2018,18-Nov-18,18-Nov-18,2019, 5:00 PM,5,17,NJD,1,CAR,2,0,0,"11,211",0,Nov,154,-171,NA,1.5 (0.5),-1.5,U,6,Sunday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43422,KRDU,O,18-Nov-18,EST,35.867,-78.783,427,59,37,47,58,37,45,37,42,100,54,83,50,38,44,7,2,112,21,58,9.2,2327,287,2614,265,611,0,0,30.34,30.21,30.27,1027.5,1023,1025.1,52,PC,High Clouds,54,54,44,69,49,0,0,70,230,BKN,10,0,0,0,0,0,0,0,0,0,30.23,1023.8,52,PC,High Clouds,13,56,56,42,60,49,0,0,70,250,BKN,10,371,47,418,469,516,670,0,0,0,30.28,1025.3,52,PC,High Clouds
KRDU 19/Feb/2016 15,CAR42419,2/19/16,2,19,2016,19-Feb-16,19-Feb-16,2016, 7:00 PM,7,19,SJS,2,CAR,5,0,0,"11,756",0,Feb,-127,115,NA,-1.5,1.5 (4.5),O,5,Friday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42419,KRDU,O,19-Feb-16,EST,35.878,-78.787,436,53,26,42,53,26,25,18,21,69,32,47,42,25,34,16,7,183,22,19,10,3877,394,4271,605,662,0,0,30.59,30.27,30.45,1036,1025.1,1031.3,45,CLR,Mostly Clear,48,45,23,37,38,190,7,25,200,SCT,10,0,0,0,0,0,0,0,0,0,30.32,1026.7,45,CLR,Mostly Clear,15,53,49,24,32,41,200,12,5,250,FEW,10,425,43,468,431,474,616,0,0,0,30.41,1029.9,45,CLR,Mostly Clear
KRDU 19/Feb/2017 15,CAR42785,2/19/17,2,19,2017,19-Feb-17,19-Feb-17,2017, 7:00 PM,7,19,TOR,4,CAR,0,0,0,"10,004",0,Feb,127,-140,NA,1.5 (5.5),-1.5,U,5.5,Sunday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42785,KRDU,O,19-Feb-17,EST,35.878,-78.787,436,73,44,59,72,42,44,40,42,90,34,58,56,44,50,12,5,300,12,8,10,3885,394,4279,641,662,0,0,30.09,29.88,29.97,1018.9,1012,1014.8,45,CLR,Mostly Clear,63,63,43,48,53,0,0,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.01,1016.1,45,CLR,Mostly Clear,15,72,72,42,34,56,370,6,5,60,FEW,10,420,43,463,431,474,616,0,0,0,29.96,1014.4,45,CLR,Mostly Clear
KRDU 19/Feb/2019 15,CAR43515,2/19/19,2,19,2019,19-Feb-19,19-Feb-19,2019, 7:00 PM,7,19,NYR,2,CAR,1,0,0,"13,343",0,Feb,192,-214,NA,1.5 (2.5),-1.5,U,6,Tuesday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43515,KRDU,O,19-Feb-19,EST,35.867,-78.783,427,45,33,39,45,30,34,25,28,96,49,64,38,31,35,9,6,64,21,93,9.3,2199,394,2593,18,662,0.25,0,30.59,30.43,30.53,1036.2,1030.4,1034.1,52,PC,High Clouds,42,39,29,60,37,130,5,100,130,OVC,10,0,0,0,0,0,0,0,0,0,30.57,1035.3,40,MC,Overcast,15,43,39,27,53,37,100,7,100,140,OVC,10,280,43,323,431,474,616,0,0,0,30.51,1033.5,40,MC,Overcast
KRDU 19/Jan/2014 13,CAR41658,1/19/14,1,19,2014,19-Jan-14,19-Jan-14,2014, 5:00 PM,5,17,TBL,5,CAR,3,0,0,"16,760",0,Jan,102,-110,NA,1.5 (3.5),-1.5,O,5.5,Sunday,CAR2014,18680,0,14,Raleigh,KRDU,KRDU41658,KRDU,O,19-Jan-14,EST,35.878,-78.787,436,54,30,41,53,25,25,16,20,62,31,45,41,26,33,14,9,237,23,36,10,2603,275,2878,483,605,0,0,30.01,29.9,29.95,1016.3,1012.5,1014.1,46,CLR,Fair,51,48,24,35,40,260,8,0,201,CLR,10,13,1,14,13,14,19,0,0,0,29.92,1013.3,46,CLR,Fair,13,51,47,22,32,40,250,10,0,201,CLR,10,476,48,524,476,524,679,0,0,0,29.92,1013.2,46,CLR,Fair
KRDU 19/Mar/2019 15,CAR43543,3/19/19,3,19,2019,19-Mar-19,19-Mar-19,2019, 7:00 PM,7,19,PIT,2,CAR,3,1,1,"14,677",0,Mar,120,-133,NA,1.5 (0.5),-1.5,U,6.5,Tuesday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43543,KRDU,O,19-Mar-19,EST,35.867,-78.783,427,55,33,43,54,28,35,21,28,100,28,62,42,33,37,10,6,45,21,49,9.4,4563,535,5098,398,728,0,0,30.46,30.33,30.38,1031.7,1027.3,1028.9,54,CLR,Few High Clouds,47,44,22,37,37,30,6,20,250,SCT,10,0,0,0,0,0,0,0,0,0,30.34,1027.7,54,CLR,Few High Clouds,15,54,51,24,31,42,30,9,20,250,SCT,10,525,56,581,558,614,797,0,0,0,30.35,1027.9,54,CLR,Few High Clouds
KRDU 20/Dec/2013 15,CAR41628,12/20/13,12,20,2013,20-Dec-13,20-Dec-13,2014, 7:00 PM,7,19,WSH,4,CAR,2,0,0,"17,737",0,Dec,110,-119,NA,1.5 (3.5),-1.5,O,5.5,Friday,CAR2014,18680,0,14,Raleigh,KRDU,KRDU41628,KRDU,O,20-Dec-13,EST,35.878,-78.787,436,67,43,54,66,41,50,30,43,83,45,66,57,39,48,16,8,222,21,85,10,1584,235,1819,52,584,0,0,30.26,30.12,30.2,1024.7,1020.1,1022.5,45,CLR,Mostly Clear,59,57,47,64,53,210,10,90,110,BKN,10,0,0,0,0,0,0,0,0,0,30.16,1021.5,44,PC,Partly Cloudy,15,66,65,50,56,57,210,16,75,100,BKN,10,169,22,191,221,243,316,0,0,0,30.12,1020.1,45,CLR,Mostly Clear
KRDU 20/Dec/2014 15,CAR41993,12/20/14,12,20,2014,20-Dec-14,20-Dec-14,2015, 7:00 PM,7,19,NYR,3,CAR,2,1,1,"13,329",0,Dec,-145,131,NA,-1.5,1.5 (0.5),U,5,Saturday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU41993,KRDU,O,20-Dec-14,EST,35.878,-78.787,436,39,31,36,38,27,34,25,31,89,67,79,36,31,34,7,3,45,21,100,6.6,1178,235,1413,0,584,0.07,0,30.32,30.22,30.27,1026.6,1023.4,1025.1,40,MC,Overcast,38,38,34,86,36,0,0,100,9,OVC,5,0,0,0,0,0,0,0,0,0,30.29,1025.6,40,MC,Overcast,15,37,37,33,86,35,0,0,100,7,OVC,7,110,22,132,221,243,316,0,0,0,30.26,1024.6,40,MC,Overcast
KRDU 20/Dec/2018 15,CAR43454,12/20/18,12,20,2018,20-Dec-18,20-Dec-18,2019, 7:00 PM,7,19,DET,4,CAR,1,0,0,"13,548",0,Dec,210,-235,NA,1.5 (4.5),-1.5,U,6,Thursday,CAR2019,18680,0,19,Raleigh,KRDU,KRDU43454,KRDU,O,20-Dec-18,EST,35.867,-78.783,427,66,45,54,65,42,63,34,50,100,59,86,64,41,51,18,9,118,33,100,6.9,1179,235,1414,0,584,0.68,0,30.04,29.45,29.78,1017.2,997.1,1008.3,18,RAIN,Light Rain,63,61,62,97,62,130,15,100,45,OVC,4,0,0,0,0,0,0,99,0.08,0,29.52,999.4,18,RAIN,Light Rain,15,55,52,55,100,55,100,12,100,3,OVC,1,111,22,133,222,244,317,99,0.07,0,29.71,1006,18,RAIN,Light Rain
KRDU 20/Feb/2015 15,CAR42055,2/20/15,2,20,2015,20-Feb-15,20-Feb-15,2015, 7:00 PM,7,19,TOR,1,CAR,2,0,0,"12,563",0,Feb,137,-152,NA,1.5 (0.5),-1.5,U,5.5,Friday,CAR2015,18680,0,15,Raleigh,KRDU,KRDU42055,KRDU,O,20-Feb-15,EST,35.878,-78.787,436,26,7,16,25,-5,1,-11,-6,45,26,37,18,4,11,10,6,7,21,2,9.9,3956,399,4355,643,664,0,0,30.53,30.33,30.47,1033.8,1027.1,1031.7,46,CLR,Fair,19,19,0,43,15,60,3,5,250,FEW,10,0,0,0,0,0,0,0,0,0,30.49,1032.6,45,CLR,Mostly Clear,15,24,15,-6,26,18,280,8,5,250,FEW,10,429,44,473,436,480,623,0,0,0,30.47,1031.8,45,CLR,Mostly Clear
KRDU 20/Jan/2017 15,CAR42755,1/20/17,1,20,2017,20-Jan-17,20-Jan-17,2017, 7:00 PM,7,19,PIT,7,CAR,1,0,0,"17,312",0,Jan,-119,108,NA,-1.5 (4.5),1.5,O,6.5,Friday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42755,KRDU,O,20-Jan-17,EST,35.878,-78.787,436,59,46,52,59,45,55,41,48,100,74,87,57,45,50,8,3,137,21,95,6.2,1389,278,1666,0,606,0.09,0,29.97,29.84,29.91,1015,1010.6,1012.7,45,CLR,Mostly Clear,54,54,53,97,53,0,0,95,18,BKN,7,0,0,0,0,0,0,0,0,0,29.88,1011.9,45,CLR,Mostly Clear,15,57,57,53,87,55,0,0,100,8,OVC,7,150,30,180,299,329,427,0,0,0,29.84,1010.6,42,MC,Mostly Cloudy
KRDU 20/Mar/2018 15,CAR43179,3/20/18,3,20,2018,20-Mar-18,20-Mar-18,2018, 7:00 PM,7,19,EDM,7,CAR,3,0,0,"10,554",0,Mar,142,-157,NA,1.5 (5.5),-1.5,O,5.5,Tuesday,CAR2018,18680,0,18,Raleigh,KRDU,KRDU43179,KRDU,O,20-Mar-18,EST,35.878,-78.787,436,57,36,47,57,30,56,35,45,100,85,94,56,36,47,16,9,46,24,100,7.9,2696,541,3237,0,729,1.05,0,29.65,29.52,29.59,1003.9,999.6,1001.9,40,MC,Overcast,39,32,37,93,38,60,12,100,9,OVC,10,0,0,0,0,0,0,0,0,0,29.58,1001.6,40,MC,Overcast,15,44,38,40,85,42,30,13,100,14,OVC,10,280,56,336,561,617,802,0,0,0,29.61,1002.7,40,MC,Overcast
KRDU 20/Nov/2015 15,CAR42328,11/20/15,11,20,2015,20-Nov-15,20-Nov-15,2016, 7:00 PM,7,19,TOR,2,CAR,1,1,1,"10,327",0,Nov,108,-119,NA,1.5 (2.5),-1.5,U,5,Friday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42328,KRDU,O,20-Nov-15,EST,35.878,-78.787,436,62,40,53,61,42,52,30,37,93,32,59,56,39,46,12,3,11,21,16,10,2736,280,3016,534,608,0,0,30.23,30.06,30.17,1023.6,1018.1,1021.7,46,CLR,Fair,47,47,36,66,42,0,0,20,250,SCT,10,0,0,0,0,0,0,0,0,0,30.21,1023,54,CLR,Few High Clouds,15,61,61,31,32,47,370,5,5,250,FEW,10,237,24,261,241,265,344,0,0,0,30.18,1021.9,45,CLR,Mostly Clear
KRDU 20/Nov/2016 13,CAR42694,11/20/16,11,20,2016,20-Nov-16,20-Nov-16,2017, 5:00 PM,5,17,WPG,1,CAR,3,0,0,"10,809",0,Nov,140,-155,NA,1.5,-1.5 (0.5),U,5.5,Sunday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42694,KRDU,O,20-Nov-16,EST,35.878,-78.787,436,53,31,42,52,29,23,13,17,66,21,38,38,29,34,14,7,294,25,3,10,2733,279,3012,584,608,0,0,30.09,29.99,30.04,1018.8,1015.5,1017.3,46,CLR,Fair,50,47,14,24,37,290,8,0,201,CLR,10,0,0,0,0,0,0,0,0,0,30,1016,46,CLR,Fair,13,50,45,16,26,37,280,13,20,250,SCT,10,431,46,477,458,504,655,0,0,0,30.01,1016.4,54,CLR,Few High Clouds
KRDU 21/Dec/2015 15,CAR42359,12/21/15,12,21,2015,21-Dec-15,21-Dec-15,2016, 7:00 PM,7,19,WSH,2,CAR,1,0,0,"13,228",0,Dec,-117,106,NA,-1.5,1.5 (0.5),U,5.5,Monday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42359,KRDU,O,21-Dec-15,EST,35.878,-78.787,436,57,36,49,57,37,51,28,39,87,55,69,53,35,44,6,2,194,6,97,10,645,235,880,0,583,0,0,30.47,30.17,30.33,1031.8,1021.7,1027.1,45,CLR,Mostly Clear,52,51,46,80,49,370,5,100,200,OVC,10,0,0,0,0,0,0,0,0,0,30.23,1023.8,42,MC,Mostly Cloudy,15,57,56,43,60,50,170,6,100,50,OVC,10,18,22,40,223,245,318,0,0,0,30.3,1026,45,CLR,Mostly Clear
KRDU 21/Feb/2016 15,CAR42421,2/21/16,2,21,2016,21-Feb-16,21-Feb-16,2016, 7:00 PM,7,19,TBL,4,CAR,2,0,0,"10,422",0,Feb,-110,100,NA,1.5 (3.5),-1.5,O,5,Sunday,CAR2016,18680,0,16,Raleigh,KRDU,KRDU42421,KRDU,O,21-Feb-16,EST,35.878,-78.787,436,71,45,56,68,42,58,44,52,100,61,86,60,45,54,21,9,230,29,81,7.1,2230,403,2633,18,666,0.04,0,30.09,29.89,29.99,1018.8,1012.3,1015.4,45,CLR,Mostly Clear,60,59,56,86,58,230,7,100,55,OVC,10,0,0,0,0,0,0,0,0,0,29.91,1013,45,CLR,Mostly Clear,15,68,67,54,61,60,240,21,100,40,BKN,10,229,44,273,441,485,630,0,0,0,29.91,1012.7,45,CLR,Mostly Clear
KRDU 21/Feb/2017 15,CAR42787,2/21/17,2,21,2017,21-Feb-17,21-Feb-17,2017, 7:00 PM,7,19,PIT,3,CAR,1,0,0,"12,145",0,Feb,-140,127,NA,-1.5 (0.5),1.5,U,5.5,Tuesday,CAR2017,18680,0,17,Raleigh,KRDU,KRDU42787,KRDU,O,21-Feb-17,EST,35.878,-78.787,436,66,44,55,65,45,45,32,36,68,32,50,51,41,46,13,6,105,13,91,10,2801,403,3204,9,666,0,0,30.29,30.09,30.2,1025.7,1018.8,1022.8,45,CLR,Mostly Clear,57,56,34,42,46,100,5,100,60,OVC,10,0,0,0,0,0,0,0,0,0,30.15,1021.1,45,CLR,Mostly Clear,15,65,65,35,33,51,110,7,100,200,OVC,10,301,44,345,441,485,630,0,0,0,30.15,1021,45,CLR,Mostly Clear
KRDU 21/Jan/2018 14,CAR43121,1/21/18,1,21,2018,21-Jan-18,21-Jan-18,2018, 6:00 PM,6,18,VGK,5,CAR,1,0,0,"15,303",0,Jan,-118,107,NA,-1.5 (2.5),1.5,O,5.5,Sunday,CAR2018,18680,0,18,Raleigh,KRDU,KRDU43121,KRDU,O,21-Jan-18,EST,35.878,-78.787,436,68,31,48,68,32,43,30,38,92,41,70,55,31,43,9,1,245,9,6,10,2710,281,2991,557,607,0,0,30.27,30.19,30.22,1025.2,1022.2,1023.3,45,CLR,Mostly Clear,59,59,42,54,51,0,0,6,82,CLR,10,0,0,0,0,0,0,0,0,0,30.2,1022.8,46,CLR,Fair,14,67,67,42,41,54,250,9,10,250,FEW,10,402,42,444,419,461,599,0,0,0,30.2,1022.7,45,CLR,Mostly Clear
